AC,1
AD,2
AE,3
AF,4
AG,5
AI,6
AL,7
AM,8
AN,9
AO,10
AQ,11
AR,12
AS,13
AT,14
AU,15
AW,16
AX,17
AZ,18
BA,19
BB,20
BD,21
BE,22
BF,23
BG,24
BH,25
BI,26
BJ,27
BL,28
BM,29
BN,30
BO,31
BQ,32
BR,33
BS,34
BT,35
BU,36
BV,37
BW,38
BY,39
BZ,40
CA,41
CC,42
CD,43
CF,44
CG,45
CH,46
CI,47
CK,48
CL,49
CM,50
CN,51
CO,52
CP,53
CR,54
CS,55
CU,56
CV,57
CW,58
CX,59
CY,60
CZ,61
DD,62
DE,63
DG,64
DJ,65
DK,66
DM,67
DO,68
DZ,69
EA,70
EC,71
EE,72
EG,73
EH,74
ER,75
ES,76
ET,77
EU,78
EZ,79
FI,80
FJ,81
FK,82
FM,83
FO,84
FR,85
FX,86
GA,87
GB,88
GD,89
GE,90
GF,91
GG,92
GH,93
GI,94
GL,95
GM,96
GN,97
GP,98
GQ,99
GR,100
GS,101
GT,102
GU,103
GW,104
GY,105
HK,106
HM,107
HN,108
HR,109
HT,110
HU,111
IC,112
ID,113
IE,114
IL,115
IM,116
IN,117
IO,118
IQ,119
IR,120
IS,121
IT,122
JE,123
JM,124
JO,125
JP,126
KE,127
KG,128
KH,129
KI,130
KM,131
KN,132
KP,133
KR,134
KW,135
KY,136
KZ,137
LA,138
LB,139
LC,140
LI,141
LK,142
LR,143
LS,144
LT,145
LU,146
LV,147
LY,148
MA,149
MC,150
MD,151
ME,152
MF,153
MG,154
MH,155
MK,156
ML,157
MM,158
MN,159
MO,160
MP,161
MQ,162
MR,163
MS,164
MT,165
MU,166
MV,167
MW,168
MX,169
MY,170
MZ,171
NA,172
NC,173
NE,174
NF,175
NG,176
NI,177
NL,178
NO,179
NP,180
NR,181
NT,182
NU,183
NZ,184
OM,185
PA,186
PE,187
PF,188
PG,189
PH,190
PK,191
PL,192
PM,193
PN,194
PR,195
PS,196
PT,197
PW,198
PY,199
QA,200
RE,201
RO,202
RS,203
RU,204
RW,205
SA,206
SB,207
SC,208
SD,209
SE,210
SG,211
SH,212
SI,213
SJ,214
SK,215
SL,216
SM,217
SN,218
SO,219
SR,220
SS,221
ST,222
SU,223
SV,224
SX,225
SY,226
SZ,227
TA,228
TC,229
TD,230
TF,231
TG,232
TH,233
TJ,234
TK,235
TL,236
TM,237
TN,238
TO,239
TP,240
TR,241
TT,242
TV,243
TW,244
TZ,245
UA,246
UG,247
UM,248
UN,249
US,250
UY,251
UZ,252
VA,253
VC,254
VE,255
VG,256
VI,257
VN,258
VU,259
WF,260
WS,261
YD,262
YE,263
YT,264
YU,265
ZA,266
ZM,267
ZR,268
ZW,269
001,270
002,271
003,272
005,273
009,274
011,275
013,276
014,277
015,278
017,279
018,280
019,281
021,282
029,283
030,284
034,285
035,286
039,287
053,288
054,289
057,290
061,291
142,292
143,293
145,294
150,295
151,296
154,297
155,298
202,299
419,300
